pmid,title,abstract,authors,journal,publication_date,journal_issue_date,doi,pubmed_url,gene_evidence_level,gene_evidence_genes,mitochondrial_process_evidence_level,mitochondrial_process_evidence,senescence_evidence_level,senescence_evidence,model_evidence_level,model_evidence,omics_evidence_level,omics_evidence,biological_score,biological_score_normalized,biological_rank,semantic_similarity,semantic_rank,semantic_normalized,biological_normalized,hybrid_score,hybrid_rank,primary_gene_count,primary_gene_present,core_mito_process_count,direct_mito_senescence,preferred_model_present,multiomics_present,strong_biological_evidence,phd_priority_feature_score,research_priority,source_file,source_batch,pipeline_version,evidence_source,biological_score_source,semantic_model,priority_feature_source,title_feat,O2_multiomics_integration_level,O3_hub_gene_level,O4_core_mito_process_level,O5_mechanistic_connection_level,hybrid_component,mechanistic_component,hub_component,pathway_component,omics_component,model_component,final_phd_priority_score,final_phd_rank,final_priority_category
42251437,Mechanistic understanding of female reproductive aging based on the chicken model.,"Female reproductive aging is a fundamental biological process characterized by a progressive decline in ovarian function, oocyte quality, and endocrine homeostasis, ultimately leading to reduced fertility and increased susceptibility to age-related diseases. Accumulating evidence indicates that reproductive aging is not merely a passive consequence of time but rather a tightly regulated process governed by complex genetic, epigenetic, and metabolic mechanisms. However, mechanistic dissection and translational exploration of female reproductive aging remain constrained by the limited availability of suitable animal models that faithfully recapitulate the human reproductive trajectory. In this review, we synthesize the current advances in understanding the molecular regulatory networks underlying female reproductive aging, with particular emphasis on key signaling pathways, cellular senescence, epigenetic regulation, hormonal control, and mitochondrial dysfunction coupled with oxidative stress. We highlight how the dysregulation of these interconnected mechanisms contributes to ovarian reserve depletion, follicular atresia, and declining oocyte competence across species. We propose that laying hens are a powerful and underutilized model for studying female reproductive aging. Laying hens exhibit a well-defined and highly reproducible reproductive lifespan characterized by distinct phases of peak and declining reproductive output, closely paralleling the age-related fertility decline in women. At the molecular level, hens share conserved regulatory features with humans, including hormonal signaling via the hypothalamic-pituitary-ovarian axis, age-associated oxidative stress, mitochondrial dysfunction, and epigenetic modulation of reproductive tissues. The daily ovulation cycle, measurable reproductive output, and responsiveness to metabolic and environmental interventions in hens further facilitate high-resolution and high-throughput investigations into aging-related mechanisms. By integrating evidence from human studies, mammalian models, and avian systems, this review highlights the translational value of laying hens in elucidating conserved genetic and epigenetic drivers of female reproductive aging. We discuss the current limitations and future perspectives for cross-species validation and multi-omics integration, aiming to facilitate the identification of actionable targets for delaying reproductive aging and improving female reproductive health.","Junnan Zhang, Mingyue Gao, Congjiao Sun, Ning Yang",Journal of animal science and biotechnology,2026-06-07,2026 Jun 07,10.1186/s40104-026-01435-6,https://pubmed.ncbi.nlm.nih.gov/42251437/,0,,2,mitochondrial dysfunction,1,cellular senescence,0,,0,,18.0,0.2727272727272727,99,0.43718654,135,0.4181970894018737,0.375,0.3922788357607495,134,0,0,0,0,0,0,0,0,Moderate,,batch003,,,,,,Mechanistic understanding of female reproductive aging based on the chicken model.,2,0,0,2,0.3922788357607495,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,37.06309258495956,153,Low
42360208,Molecular and Cellular Hallmarks of Age-Related Vestibular Hair Cell Degeneration.,"Age-related vestibular dysfunction (ARVD) is a prevalent and debilitating condition among the elderly, yet its etiology and underlying molecular mechanisms remain poorly understood. We focused on mechanosensitive hair cells (HCs), which are widely recognized as susceptible to aging. Using single-cell RNA-seq transcriptomic analysis of young and old mice, we show that old vestibular HCs exhibit conserved transcriptomic hallmarks of cellular aging, including cellular senescence, mitochondrial dysfunction, and impaired proteostasis, along with prominent cell type-specific changes linked to hair bundle architecture and the mechanotransduction machinery. Consistent with these transcriptomic findings, imaging and electrophysiological recordings from old vestibular sensory epithelia reveal hair bundle degeneration and reduced mechanotransduction activity. Importantly, this structural and functional deterioration precedes HC loss, underscoring impaired hair bundle function as a key driver of ARVD. Furthermore, our comparative analysis identifies both shared and distinct aging signatures in vestibular and cochlear HCs, providing broader insight into the mechanisms that may underlie their different rates of age-related degeneration.","Samadhi Kulasooriya, Huizhan Liu, Sarath Vijayakumar, Celia Bloom, Zhenhang Xu, Shu Tu, Benjamin J Borgmeier, Mi Zhou, Litao Tao, Bechara Kachar, David Z He","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2026-06-26,2026 Jun 26,10.1002/advs.76340,https://pubmed.ncbi.nlm.nih.gov/42360208/,0,,2,mitochondrial dysfunction,1,cellular senescence,0,,1,transcriptomics,21.0,0.3181818181818182,81,0.50401044,105,0.557489630481916,0.4375,0.4854958521927664,102,0,0,0,0,0,0,0,0,Moderate,,batch003,,,,,,Molecular and Cellular Hallmarks of Age-Related Vestibular Hair Cell Degeneration.,1,0,0,2,0.4854958521927664,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,36.99235482674682,154,Low
42468696,Manganese overload as a previously underappreciated trigger of cellular senescence: Unraveling mechanisms and therapeutic rescue by the senolytic quercetin.,"Manganese (Mn) is an essential trace element, but excessive Mn exposure is associated with neurotoxicity and aging-related dysfunction. Whether Mn overload promotes cellular senescence and the mechanisms involved remain insufficiently defined. Here, we investigated Mn-induced senescence-associated injury using Caenorhabditis elegans and neuron-like PC12 cells. Mn exposure shortened lifespan, impaired locomotor behavior, altered dopaminergic neuronal signals, and increased senescence-associated β-galactosidase activity in C. elegans. In PC12 cells, Mn induced senescence-associated phenotypes, including reduced viability, enhanced β-galactosidase positivity, telomere attrition, p53/p21 activation, oxidative stress, mitochondrial dysfunction, DNA damage-related alterations, inflammatory responses, and activation of interferon genes (STING)-related signaling. Quercetin, as a senolytic, attenuated Mn-induced oxidative, mitochondrial, inflammatory, and senescence-associated changes, while STING inhibition partially alleviated cell injury and β-galactosidase positivity. These findings suggest the involvement of STING-related signaling in Mn-induced senescence-associated changes and suggest that this process may be pharmacologically attenuated.","Zehua Tao, Chongyang Guo, Siyu Xu, Xiang Xiao, Bobo Yang, Suhua Wang, Anatoly V Skalny, Alexey A Tinkov, Michael Aschner, Rongzhu Lu",Neurotoxicology,2026-07-17,2026 Sep,10.1016/j.neuro.2026.103528,https://pubmed.ncbi.nlm.nih.gov/42468696/,0,,2,mitochondrial dysfunction,3,cellular senescence,0,,0,,30.0,0.4545454545454545,33,0.6004194,21,0.6968424720117744,0.5,0.5787369888047098,24,0,0,0,1,0,0,0,5,High,pubmed_articles.csv,batch_001,canonical_literature_v1,phd_evidence_strength_v1,phd_biological_score_v1,sentence-transformers/all-MiniLM-L6-v2,pubmed_phd_priority_features_v1,,0,0,0,2,0.5787369888047098,0.6666666666666666,0.0,0.0,0.0,0.0,36.922461274831505,155,Low
42501684,Cadmium induces renal injury via a BMAL1-dependent inflammatory and senescence cascade: Attenuation by Lycium barbarum polysaccharide and melatonin.,"Cadmium (Cd) exposure induces renal injury by triggering inflammation, cellular senescence, and fibrosis. BMAL1, a core component of the circadian clock, participates in the regulation of cellular stress responses. Lycium barbarum polysaccharide (LBP) and melatonin (MT) possess anti-ageing and anti-inflammatory activities. However, their effect on Cd-induced nephrotoxicity has not yet been elucidated. In this study, wild-type and Bmal1-deficient mice were exposed to Cd for 8 weeks. For protective effect experiments, mice were treated with Cd exposure alone or in combination with LBP and MT. Our analysis revealed that chronic Cd exposure induces renal dysfunction and cellular senescence, accompanied by marked upregulation of BMAL1. Genetic ablation of Bmal1 further aggravated Cd-induced renal injury by increasing Cd accumulation, aggravating mitochondrial dysfunction, enhancing the activation of the NLRP3 inflammasome, senescence pathways, and fibrotic signaling. LBP or MT alone attenuated Cd-induced renal damage, whereas combined administration conferred the most robust protection, improving renal function, preserving mitochondrial homeostasis, suppressing inflammatory activation, alleviating cellular senescence, and reducing collagen deposition. Notably, the protective effects of LBP and MT were associated with modulation of BMAL1 signaling. Together, these data suggest that BMAL1 is an important modulator of Cd-induced inflammatory and senescence responses in the kidney, and demonstrate that LBP plus MT provides superior mitigation of Cd nephrotoxicity.","Gengsheng Yu, Xiaohui Fu, Dehui Zhou, Yonggang Ma, Hui Zou, Ruilong Song, Jianchun Bian, Zongping Liu, Xishuai Tong",Ecotoxicology and environmental safety,2026-07-25,2026 Sep 01,10.1016/j.ecoenv.2026.120563,https://pubmed.ncbi.nlm.nih.gov/42501684/,0,,2,mitochondrial homeostasis;mitochondrial dysfunction,2,cellular senescence,1,kidney,0,,27.0,0.4090909090909091,45,0.46302414,75,0.4187222916500805,0.4375,0.4299889166600322,63,0,0,1,1,0,0,0,7,Moderate,pubmed_articles.csv,batch_001,canonical_literature_v1,phd_evidence_strength_v1,phd_biological_score_v1,sentence-transformers/all-MiniLM-L6-v2,pubmed_phd_priority_features_v1,,0,0,1,2,0.4299889166600322,0.6666666666666666,0.0,0.5,0.0,0.0,36.71627874976779,156,Low
42171843,Alkaloids from Dendrobium Nobile Lindl Improves Mitochondrial Function by Enhancing the Activity of v-ATPase in APP/PS1 Mice.,"Alzheimer's disease (AD) is a neurodegenerative disorder characterized by neuronal loss and cognitive deficiency. Mitochondrial dysfunction and lysosomal abnormalities are critical during AD pathogenesis. The vesicular ATPase (v-ATPase) is a core regulator of lysosomal function, and its dysfunction impairs iron-sulfur protein synthesis and mitochondrial function. In this study, 4-month-old amyloid precursor protein/presenilin 1 (APP/PS1) double transgenic mice were treated with alkaloids from Dendrobium nobile Lindl (DNLA) at 20 and 40 mg/kg/day via oral gavage for 5 months (n = 10 per group). The Y-maze test showed that DNLA alleviated cognitive dysfunction in APP/PS1 mice. HE, Nissl, and β-galactosidase staining indicated that DNLA mitigated brain damage. DNLA also increased the protein levels of v-ATPase subunits ATP6V1A and ATP6V0a1 in the cortex, promoted mitochondrial iron uptake and utilization, enhanced mitochondrial function, and reduced neuronal damage. Dendrobine (DDB) accounted for 84.6% in DNLA used for animal experiments, and purified DDB (99.7%) was applied for in vitro assays. In PC12 cells, DDB restored ATP6V1A expression, enhanced v-ATPase activity, delayed cellular senescence, improved iron utilization, and elevated mitochondrial membrane potential and ATP levels in ATP6V1A-knockdown cells. These findings suggest that DNLA may attenuate learning and memory impairment in APP/PS1 mice. The mechanism may be related to enhanced v-ATPase activity, promoted mitochondrial iron uptake and utilization, and improved mitochondrial function.","Qiye Li, Yan Yang, Bin Guo, Xuejia Liu, Guohui Luo, Yajuan Wu, Jing Nie",Neurochemical research,2026-05-22,2026 May 22,10.1007/s11064-026-04778-8,https://pubmed.ncbi.nlm.nih.gov/42171843/,0,,3,mitochondrial dysfunction;mitochondrial membrane potential,1,cellular senescence,0,,0,,24.0,0.3636363636363636,59,0.3905209,145,0.3209238746280208,0.5,0.4283695498512083,123,0,0,1,0,0,0,0,2,Moderate,,batch003,,,,,,Alkaloids from Dendrobium Nobile Lindl Improves Mitochondrial Function by Enhancing the Activity of v-ATPase in APP/PS1 Mice.,0,0,1,2,0.4283695498512083,0.6666666666666666,0.0,0.5,0.0,0.0,36.65960091145895,157,Low
42598138,MnO2-armored human embryonic stem cell exosomes delay intervertebral disc degeneration via synergistic antioxidant defense and regenerative signal delivery.,"The oxidative and inflammatory microenvironment impairs the regeneration and homeostasis of nucleus pulposus cells. This microenvironment is characterized by high levels of reactive oxygen species (ROS), mitochondrial dysfunction, and NLRP3 inflammasome-induced pyroptosis. These changes accelerate cellular senescence and disrupt the metabolic homeostasis of the extracellular matrix (ECM). Exosomes derived from human embryonic stem cells (hESCs) hold great potential for regeneration and inflammation control but lack inherent antioxidant protection. In the highly oxidative microenvironment of degenerated intervertebral discs, these exosomes degrade rapidly, which significantly limits their therapeutic efficacy. To address this issue, we developed a manganese dioxide nanoplate-armored exosome system (hESC-Exos@MnO2). The system exerts its therapeutic effects through a synergistic, multilevel mechanism. First, the MnO2 nanoarmor shields the exosomes; second, MnO2 is degraded in the acidic, H2O2-rich degenerative microenvironment to scavenge reactive oxygen species (ROS); finally, the released Mn2+ may exert a synergistic effect with exosomes on ECM remodeling and microenvironment repair. In the restored microenvironment, exosomes efficiently deliver regenerative signaling molecules to regulate key signaling pathways such as p53 and can partially alleviate oxidative stress-induced cell-cycle arrest, inhibit cell death and senescence, and promote ECM synthetic metabolism. Our study revealed that hESC-Exos@MnO2 attenuates oxidative injury, partially preserved mitochondrial membrane potential, and ameliorates ECM homeostasis. In a rat model of intervertebral disc degeneration, this treatment effectively maintenance intervertebral disc height. This work introduces a new ""catalytic scavenging-bioremediation"" strategy, providing a modular nanoplatform with high applicability for intervertebral disc regeneration and potential utility in treating other degenerative diseases.","Honglei Li, Hanlin Mao, Runze Mao, Qingsheng Ma, Qi Tan, Luoyuan Liu, Hui Ma, Zhi Ruan",Materials today. Bio,2026-07-30,2026 Oct,10.1016/j.mtbio.2026.103515,https://pubmed.ncbi.nlm.nih.gov/42598138/,0,,2,mitochondrial dysfunction;mitochondrial membrane potential,3,cellular senescence,0,,0,,30.0,0.4545454545454545,33,0.4138114,93,0.3191041816447343,0.5,0.4276416726578937,64,0,0,1,1,0,0,0,7,Moderate,pubmed_articles.csv,batch_001,canonical_literature_v1,phd_evidence_strength_v1,phd_biological_score_v1,sentence-transformers/all-MiniLM-L6-v2,pubmed_phd_priority_features_v1,,0,0,1,2,0.4276416726578937,0.6666666666666666,0.0,0.5,0.0,0.0,36.63412520969294,158,Low
42318360,"The metabolic-epigenetic landscape of aging: interplay between histone acetylation, lactylation, and glycation.","BACKGROUND: The aging epigenome is shaped by three mechanistically distinct histone post-translational modifications-acetylation, lactylation, and glycation-each driven by a different metabolic flux: mitochondrial oxidative phosphorylation, glycolytic lactate production, and reactive carbonyl stress, respectively. Understanding their interplay is central to a molecular physiology of epigenetic aging. SCOPE: This mini review synthesizes current evidence on the mechanisms of histone acetylation, lactylation, and glycation in aging; their crosstalk and convergence on shared regulatory nodes; and their modulation by environmental, nutritional, and behavioral factors. Key controversies and research gaps are critically appraised. KEY FINDINGS: NAD + decline in aging disables the sirtuin deacetylase family, dysregulating the histone acetylation landscape and impairing autophagy, mitochondrial biogenesis, and DNA repair. Histone lactylation, written by p300 at H3K18 and related lysine residues, is context-dependent: physiological pulses during exercise and sleep are adaptive, while chronic accumulation in diabetic microglia drives neuroinflammation via TLR4/NF-κB, and excess in tumor cells enables senescence bypass. Histone glycation by methylglyoxal irreversibly displaces regulatory marks and inactivates sirtuin proteins; pharmacological induction of glyoxalase I and glycation-lowering interventions reduce this burden and extend healthspan. These three axes may converge on a unified metabolic-epigenetic collapse that we propose constitutes the cellular basis of an 'aging' metabolic memory. CONTROVERSIES AND GAPS: Lactylation erasers remain uncharacterized; the pro-versus anti-senescence duality of H3K18la is unresolved; and genome-wide histone glycation mapping in human tissues is absent. CONCLUSION: Combinatorial interventions targeting NAD + restoration, modulation of lactylation, and reduction of carbonyl stress offer the most evidence-based approach to slowing metabolic-epigenetic aging.","Olena Bolgova, Inna Shypilova, Volodymyr Mavrych",Frontiers in aging,2026-06-03,2026,10.3389/fragi.2026.1854915,https://pubmed.ncbi.nlm.nih.gov/42318360/,0,,2,mitochondrial biogenesis,0,,0,,0,,12.0,0.1818181818181818,136,0.56952906,60,0.6940613520943586,0.25,0.4276245408377435,125,0,0,1,0,0,0,0,2,Moderate,,batch003,,,,,,"The metabolic-epigenetic landscape of aging: interplay between histone acetylation, lactylation, and glycation.",0,0,1,2,0.4276245408377435,0.6666666666666666,0.0,0.5,0.0,0.0,36.633525595987685,159,Low
42450582,Mitochondrial-Targeted SS-31 Attenuates the Doxorubicin-Induced Cardiomyoblast H9C2 Cell Senescence.,"Doxorubicin (DOX), an effective chemotherapeutic agent for many types of cancer, is known for significant cardiotoxic side effects, which largely limit its clinical usage. A 3 h treatment of cardiomyoblast H9C2 cells with a low concentration of DOX (100 nM) can induce senescence-associated β-galactosidase (SA β-gal) staining, a gold standard of cell senescence. In the current study, we comprehensively characterized the phenotype of the DOX-induced senescent cardiomyocytes for the first time. Establishing this in vitro model will facilitate an expanded capacity for searching for effective treatments for DOX-induced cell senescence. Using SA β-gal staining and cell growth rate as readouts, we assessed the concentration-dependent effect of DOX on H9C2 cell senescence. The cells were treated with DOX for 3 h and subsequently cultured for 3 days. We found that a 50 nM concentration of DOX induced ~50% SA β-gal staining and completely inhibited cell growth. The DOX-induced H9C2 cell senescence was further confirmed by several well-accepted senescence markers, including cell hypertrophy, increased p16 and p21 expression, increased Senescence Associated Secretory Phenotype (SASP) markers, arrested cell cycle, and increased ROS production. Interestingly, we found that 50 nM DOX increased mitochondrial respiration. Translationally, we found that mitochondrial-targeted tetrapeptide SS-31 (elamipretide, 1 µM) partially attenuated 50 nM DOX-induced SA β-gal staining from 51.4% to 35.8%. SS-31 also prevented increases in the p16, p21, and SASP markers and mitigated mitochondrial ROS production. Additionally, SS-31 reversed the 50 nM DOX-induced elevation of mitochondrial respiration. However, 1 µM SS-31 failed to prevent the cell cycle arrest induced by 50 nM DOX. Using a 3 h treatment of 50 nM DOX, we established an H9C2 cell senescence model. Treatment with SS-31 attenuates this DOX-induced cell senescence but not the cell cycle arrest. These data suggest that SS-31 is a promising drug to treat DOX-induced cardiomyocyte senescence.","Jiaojiao Fan, Jinzi Wu, Shuo Yan, Songlin Li, Peter S Rabinovitch, Xingyun Qi, Huiliang Zhang",Biology,2026-06-28,2026 Jun 28,10.3390/biology15131034,https://pubmed.ncbi.nlm.nih.gov/42450582/,0,,2,mitochondrial ros,0,,0,,0,,12.0,0.1818181818181818,136,0.56898445,61,0.6929261278587541,0.25,0.4271704511435016,126,0,0,1,0,0,0,0,2,Moderate,,batch003,,,,,,Mitochondrial-Targeted SS-31 Attenuates the Doxorubicin-Induced Cardiomyoblast H9C2 Cell Senescence.,0,0,1,2,0.4271704511435016,0.6666666666666666,0.0,0.5,0.0,0.0,36.61763245668922,160,Low
41967814,"Age-associated regulation of chondrocyte hypertrophy in osteoarthritis: Mechanisms, therapeutic implications, and cartilage fate reprogramming.","Osteoarthritis (OA) is a prevalent age-associated joint disease marked by progressive cartilage loss, subchondral bone remodeling, osteophyte formation, and low-grade inflammation. In OA, articular chondrocytes shift from a stable extracellular matrix (ECM)-maintaining state toward a hypertrophy-like program with increased collagen type X alpha 1 chain (COL10A1), runt-related transcription factor 2 (RUNX2), and matrix metalloproteinase 13 (MMP-13), promoting ECM degradation, calcification, and pro-angiogenic remodeling. Ageing lowers the threshold for this conversion by reshaping stress responses and signaling through senescence and the senescence-associated secretory phenotype (SASP), oxidative stress, mitochondrial dysfunction, impaired autophagy, and epigenetic drift. Context-dependent modules including Wnt/β-catenin, transforming growth factor-β and bone morphogenetic protein (TGF-β and BMP), Indian hedgehog and parathyroid hormone-related protein (IHH and PTHrP), hypoxia-inducible factor 1α and hypoxia-inducible factor 2α (HIF-1α and HIF-2α), Notch, nuclear factor κB (NF-κB), and metabolic regulators such as fibroblast growth factor 19 (FGF19) and AMP-activated protein kinase (AMPK) interact and converge on shared executors. We synthesize primary mechanistic evidence using a trigger, gate, and executor framework that highlights crosstalk and convergence, and we critically appraise in vivo, ex vivo, and three-dimensional in vitro platforms, emphasizing age mismatch as a major translational bias. We also evaluate therapeutic strategies and constraints that determine clinical interpretability, including cartilage-restricted delivery, patient stratification, and mechanism-aligned structural and molecular outcome metrics alongside symptom assessment. This evidence-tiered network perspective positions chondrocyte hypertrophy as a tractable phenotype-level node for advancing disease-modifying OA drugs (DMOADs).","Jong Seong Ha, Anna Jo, Eon Ji Yeo, Yea Woon Kim, Jung-Yeon Lim, Sanguk Yun, Sang Won Moon, Wan-Su Choi",Ageing research reviews,2026-04-10,2026 Jun,10.1016/j.arr.2026.103139,https://pubmed.ncbi.nlm.nih.gov/41967814/,0,,2,mitochondrial dysfunction,0,,2,fibroblast,0,,18.0,0.2727272727272727,99,0.47752637,121,0.5022843310539911,0.375,0.4259137324215964,127,0,0,0,0,1,0,0,3,Moderate,,batch003,,,,,,"Age-associated regulation of chondrocyte hypertrophy in osteoarthritis: Mechanisms, therapeutic implications, and cartilage fate reprogramming.",0,0,0,2,0.4259137324215964,0.6666666666666666,0.0,0.0,0.0,1.0,36.57364730142253,161,Low
42650270,"A Pyrazole-Based Small Molecule, KB3409, Restores Mitochondrial Function via VCP Activation and RCN2-Dependent Ca2+ Regulation.","Cellular senescence is characterized by the accumulation of reactive oxygen species (ROS), and the selective elimination of excessive ROS remains a key therapeutic challenge. Through antioxidant screening, we identified the pyrazole-based small molecule KB3409 as a potent regulator that reduces ROS levels in senescent fibroblasts. To elucidate its mechanism of action, we performed target identification and found that KB3409 directly binds to valosin-containing protein (VCP) and reticulocalbin-2 (RCN2). Functionally, KB3409 acts as an allosteric activator of VCP, enhancing its ATPase activity and promoting autophagic flux. This activation facilitates the selective clearance of dysfunctional mitochondria, thereby improving mitochondrial quality control and limiting ROS generation at its source. Concurrently, KB3409 modulates RCN2-dependent Ca2+ homeostasis, alleviating mitochondrial Ca2+ overload and suppressing the opening of the mitochondrial permeability transition pore (mPTP). This coordinated regulation preserves mitochondrial structural integrity and sustains oxidative phosphorylation efficiency. Collectively, these findings identified the novel mechanism in which KB3409 restores mitochondrial function, reduces ROS levels, and functionally reverses cellular senescence phenotypes.","Yoo Jin Lee, Jee Hee Yoon, Hyunwoong Lim, Eun Seon Song, Ji Ho Park, Dongwoo Kim, Ji-Eun Yang, Moon Kyoung So, Minseon Kim, Jihyun Song, Sehui Lim, Hyung Wook Kwon, Youngjoo Byun, Joon Tae Park","Antioxidants (Basel, Switzerland)",2026-08-13,2026 Aug 13,10.3390/antiox15081006,https://pubmed.ncbi.nlm.nih.gov/42650270/,0,,2,mitochondrial quality control,1,cellular senescence,0,,0,,18.0,0.2727272727272727,75,0.5955719,27,0.6870299968630443,0.25,0.4248119987452177,66,0,0,1,0,0,0,0,2,Moderate,pubmed_articles.csv,batch_001,canonical_literature_v1,phd_evidence_strength_v1,phd_biological_score_v1,sentence-transformers/all-MiniLM-L6-v2,pubmed_phd_priority_features_v1,,0,0,1,2,0.4248119987452177,0.6666666666666666,0.0,0.5,0.0,0.0,36.53508662274928,162,Low
42397379,Advancements in longevity pharmacology research - are we finally seeing clinical progression?,"INSTRUCTION: Longevity pharmacology has evolved from descriptive gerontology into a mechanistically driven field aiming to modulate fundamental processes of biological aging. Despite rapid scientific advances, whether this progress has translated into meaningful clinical outcomes remains uncertain. AREAS COVERED: This critical perspective evaluates recent developments in longevity pharmacology and examines whether they represent genuine clinical progression or continued translational delay. A narrative literature review was conducted using PubMed/MEDLINE, Scopus, and Web of Science to identify English-language publications related to longevity pharmacology, gerotherapeutics, biomarkers of aging, and translational geroscience published between January 2000 and April 2026. We review evidence from senescence biology (including frailty), autophagy and mitophagy modulation, metabolic and nutrient-sensing pathways, stem cell and natural product - based rejuvenation strategies, microbiome-targeted interventions, and AI-enabled biomarker development. Particular emphasis is placed on systemic chronic inflammation as a central integrative driver of age-related disease. While selected interventions show early clinical signals, most remain preclinical or lack long-term validation. Key barriers include biomarker deficits, biological heterogeneity, safety concerns, regulatory misalignment, and limitations of animal models. EXPERT OPINION: Although mechanistic maturity is advancing rapidly, clinical translation remains incremental and fragmented. Near-term progress is most likely to arise from low-risk, system-level interventions supported by validated biomarkers and geroscience-informed clinical trial designs.",Madia Lozupone,Expert opinion on investigational drugs,2026-07-16,2026 Jul,10.1080/13543784.2026.2698526,https://pubmed.ncbi.nlm.nih.gov/42397379/,0,,2,mitophagy,0,,0,,0,,12.0,0.1818181818181818,136,0.55540764,72,0.664625649068068,0.25,0.4158502596272272,130,0,0,1,0,0,0,0,2,Moderate,,batch003,,,,,,Advancements in longevity pharmacology research - are we finally seeing clinical progression?,0,0,1,2,0.4158502596272272,0.6666666666666666,0.0,0.5,0.0,0.0,36.22142575361961,163,Low
42572354,Simulated Microgravity Induced Mesenchymal Stem Cell Senescence via the Activation of Cytosolic mtDNA-cGAS-STING Axis.,"Microgravity brings various pathological changes to astronauts, which may be related to the senescence of adult stem cells. However, how microgravity affects the senescence of stem cells remains barely known. In this study, it was found that microgravity simulated by Rotating Flat Chamber induced MSC senescence and promoted the expression of cyclic GMP-AMP synthase (cGAS) and stimulator of interferon genes (STING), and C176, a STING inhibitor, alleviated the rotating culture-induced MSC senescence. Rotating culture also promoted the cytosolic leakage of mitochondrial DNA (mtDNA), while the depletion of mtDNA inhibited cGAS-STING activation and reversed MSC senescence. Knockdown of either BAK or BAX, proteins forming pores on the mitochondrial outer membrane, suppressed mtDNA leakage, cGAS-STING activation, and MSC senescence, suggesting that BAK/BAX mediates the activation of mtDNA-cGAS-STING axis and the associated MSC senescence. Recovering mitochondrial function by Mito TEMPO inhibited the activation of mtDNA-cGAS-STING axis and reversed MSC senescence. In vivo, using rat hindlimb unloading (HU) model to simulate microgravity, it was found that inhibition of STING ameliorated MSC senescence induced by HU. Together, our study demonstrated that simulated microgravity induces MSC senescence by the activation of cytosolic mtDNA-cGAS-STING axis and indicated cGAS-STING pathway as a therapeutic target of MSC senescence under microgravity.","Lei Huang, Rui Huang, Wenjun Lv, Zimeng Li, Yun Tu, Guanbin Song, Qing Luo",Journal of cellular physiology,,2026 Aug,10.1002/jcp.70220,https://pubmed.ncbi.nlm.nih.gov/42572354/,0,,0,,0,,0,,0,,0.0,0.0,149,0.6189782,24,0.7971366943719385,0.0,0.3188546777487754,146,0,0,0,0,0,0,0,0,Moderate,,batch003,,,,,,Simulated Microgravity Induced Mesenchymal Stem Cell Senescence via the Activation of Cytosolic mtDNA-cGAS-STING Axis.,0,0,0,3,0.3188546777487754,1.0,0.0,0.0,0.0,0.0,36.15991372120714,164,Low
41831577,Lactate-lactylation axis as an emerging metabolic-epigenetic pathway in diabetic microvascular complications.,"Lactate, once viewed merely as a glycolytic byproduct, is now recognized as a key signaling molecule and epigenetic regulator through the recently identified post-translational modification known as lactylation. In diabetic microvascular complications, including diabetic retinopathy (DR), diabetic kidney disease (DKD), and diabetic peripheral neuropathy (DPN), persistent hyperglycemia promotes metabolic reprogramming toward glycolysis and leads to excessive lactate production. This sustained metabolic stress drives cellular changes, such as mitochondrial dysfunction, chronic inflammation, and epigenetic alterations, which closely mirror hallmarks of premature aging. This review synthesizes emerging evidence linking the lactate-lactylation axis to the development of microvascular injury in diabetes, framing these complications as manifestations of accelerated cellular and metabolic aging. We outline the molecular framework of lactylation, including its writers, erasers, and readers, and summarize how lactate-induced histone and non-histone lactylation reshapes gene transcription in retinal, renal, and peripheral nerve cells. In DR and DKD, accumulating studies indicate that lactylation contributes to cellular dysfunction across multiple microvascular cell types, while in DPN, although evidence remains limited, lactylation may influence Schwann cell biology and axonal integrity under metabolic stress. Notably, lactate-driven epigenetic remodeling reinforces features of metabolic memory and tissue-specific aging, such as mitochondrial dysfunction, chronic inflammation, and cellular senescence, by maintaining maladaptive transcriptional programs that persist despite glycemic control. We further discuss the therapeutic potential of modulating lactylation pathways and the possible utility of lactate as a biomarker. By integrating metabolic, epigenetic, and aging perspectives, this review highlights the lactate-lactylation axis as a converging pathway that mechanistically links hyperglycemia to the premature aging phenotype of diabetic microvasculature, and outlines future avenues for diagnostic and therapeutic innovation.","Yue Zhou, Yunkao Zeng, Junming Wang, Minzhi Zeng",Ageing research reviews,2026-03-12,2026 Jun,10.1016/j.arr.2026.103100,https://pubmed.ncbi.nlm.nih.gov/41831577/,0,,2,mitochondrial dysfunction,3,cellular senescence,1,kidney,0,,33.0,0.5,20,0.40571764,142,0.3526010519662593,0.6875,0.5535404207865038,74,0,0,0,1,0,0,0,5,High,,batch003,,,,,,Lactate-lactylation axis as an emerging metabolic-epigenetic pathway in diabetic microvascular complications.,0,0,0,2,0.5535404207865038,0.6666666666666666,0.0,0.0,0.0,0.0,36.04058139419429,165,Low
