pmid,title,O1_conserved_signature_level,O1_conserved_signature_matches,O2_multiomics_integration_level,O2_modalities,O3_hub_gene_level,O3_hub_gene_matches,O4_core_mito_process_level,O4_core_mito_process_matches,O5_mechanistic_connection_level,O5_mechanistic_sentence_count,O5_strong_causal_sentence_count,O5_connected_sentence_count,O5_relational_mechanistic_sentence_count,O5_title_connected,O5_title_strong_mechanistic,O5_title_relational_mechanism,objective_feature_engine_version,biological_vocabulary_version,objective_feature_status
42482175,Grx2 deficiency accelerates BMSC senescence and senile osteoporosis via CD36 S-glutathionylation.,0,,2,transcriptomics; proteomics,0,,1,mitochondrial homeostasis,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42412103,Mitochondrial Redox Cascade-Directed Covalent NIR Fluorogenic Imaging of Therapy-Induced Senescence Integrates Tumor and Host Responses.,2,conserved,0,,0,,1,mitochondrial dynamics,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42406505,Machine Learning-Assisted Label-Free SERS Decoding of Mitochondrial Molecular Dynamics in Ovarian Granulosa Cells during Aging.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42477782,Theca cells: active orchestrators of ovarian aging.,0,,1,transcriptomics,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42471426,DNA Sensing and Neuroinflammation: Mechanistic Insights into cGAS-STING Biology and Therapeutic Translation in Age-Related Neurodegenerative Diseases.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42539827,Breaking barriers in pulmonary health of patients with metabolic diseases: senolytics and beyond.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42467906,TPI1 Loss Triggers a Metabolite-Driven Mitochondrial Redox Vulnerability via the SARM1-cADPR-Ca2+ Axis.,2,conserved,0,,0,,1,mitochondrial ROS,3,2,2,2,1,0,0,0,1.0,1.0,canonical_candidate
42467131,"Microplastics, the gut microbiome and ageing: mechanisms and intervention strategies.",0,,0,,0,,0,,2,1,1,1,0,0,0,0,1.0,1.0,canonical_candidate
42511674,"Biomarkers and Early Mechanisms of Sarcopenia: Central Roles of Mitochondrial Dysfunction, Inflammaging, Cellular Senescence, and Neuromuscular Degeneration.",0,,0,,0,,1,mitophagy,3,1,1,2,1,1,0,0,1.0,1.0,canonical_candidate
42461367,Lipidomics and proteomics in MASLD: reading the molecular script toward precision therapeutics.,0,,1,proteomics,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42457680,The SIRT5-SUCLG2 desuccinylation axis delays ovarian aging via a mitochondrial-epigenetic regulatory mechanism.,0,,1,transcriptomics,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42440223,"Cellular senescence in kidney diseases: a bibliometric analysis of global trends, knowledge bases, and emerging therapeutic frontiers.",0,,2,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42439909,Cellular senescence and aging: molecular mechanisms and convergent pathways.,0,,0,,0,,0,,3,1,1,1,1,0,0,0,1.0,1.0,canonical_candidate
42436024,"A new approach to an old disease: Ageing, arrhythmogenic substrate and the role of risk-factor modification in atrial fibrillation.",0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42509801,The Inflammaging-Redox-InflammamiR Axis in Metabolic Aging: From Diagnostic Clusters to Integrated Risk Phenotypes.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42500653,Decoding the tumor-aging axis: from bench to clinical.,0,,0,,0,,0,,1,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42432749,Redox-senescence function of PON1 in hepatocellular carcinoma and its non-invasive assessment using super-resolution radiomics: a multi-center study.,0,,1,transcriptomics,0,,2,mitochondrial ROS; mitochondrial membrane potential,3,2,2,2,2,0,0,0,1.0,1.0,canonical_candidate
42417865,Mitochondrial dysfunction and cellular senescence drive accelerated gestational aging in spontaneous preterm birth: a narrative review.,0,,0,,0,,2,mitochondrial dynamics; mitophagy,2,1,1,3,0,1,0,0,1.0,1.0,canonical_candidate
42405973,Emodin alleviates radiation-induced pulmonary fibrosis by targeting cellular senescence via the mtDNA-cGAS-STING axis.,0,,0,,0,,0,,3,3,1,3,1,1,0,0,1.0,1.0,canonical_candidate
42451165,Chlorella Hot Water Extract Restores Collagen Production in Senescent Fibroblasts Through Reversal of miR-193a-5p-Mediated Translational Repression of COL1A1.,0,,0,,0,,1,mitochondrial membrane potential,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42465040,Stress-response exhaustion in intervertebral disc degeneration.,0,,0,,0,,1,mitophagy,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42393684,Biomimetic nanoplatforms modulating mitochondrial pathways in IVDD.,0,,0,,0,,1,mitophagy,2,0,0,2,0,0,0,0,1.0,1.0,canonical_candidate
42540389,Flavonoid compounds from Shenrong Guben Huanshao Pill alleviates senescence-associated mitochondrial dysfunction through NDUFV2 and LDHB mediated metabolic reprogramming.,0,,0,,0,,0,,2,1,0,2,0,1,0,0,1.0,1.0,canonical_candidate
42502879,Inflammaging: Experimental Insights and Translational Advances.,0,,1,transcriptomics,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42459836,Microenvironmental remodeling in FLASH radiotherapy.,0,,0,,0,,1,mitochondrial homeostasis,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42459658,The mitochondrial logic of inflammaging: how energy imbalance drives fibroblast SASP and tissue-specific aging.,0,,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42405673,"The Molecular Basis of Ocular Aging: Mechanisms, Pathologies, and Emerging Therapeutics.",0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42402668,Metabolic Kinases as Regulators of Inter-Organelle Communication in Aging and Age-Related Diseases.,0,,0,,0,,1,mitochondrial dynamics,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42399678,A Non-Canonical Role for Hepatocyte MLKL in Promoting Mitochondrial Dysfunction and Senescence in the Aging Liver.,0,,0,,0,,1,mitochondrial dynamics,2,2,0,2,0,1,0,0,1.0,1.0,canonical_candidate
42397379,Advancements in longevity pharmacology research - are we finally seeing clinical progression?,0,,0,,0,,1,mitophagy,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42394134,M2 Macrophage-Derived ENPP2/LPA Signalling Attenuates UVB-Induced Fibroblast Photoaging via LPAR1/3.,0,,0,,1,PINK1,1,mitophagy,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42387987,Age-Associated Senescence of Decidual Macrophages: A Key Mediator of Adverse Pregnancy Outcomes in Advanced Maternal Age.,0,,0,,0,,1,mitophagy,3,1,1,1,1,0,0,0,1.0,1.0,canonical_candidate
42387539,Restoration of macrophage mitochondrial dynamics and trafficking with enzymatic magnesium-manganese layered double hydroxide for osteoporotic therapy.,0,,0,,0,,2,mitochondrial dynamics; mitochondrial quality control; mitophagy,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42375085,Cellular Senescence: Emerging Therapeutic Target for Idiopathic Pulmonary Fibrosis Pathogenic Mechanisms and Therapeutic Strategies.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42370305,"Dementia, mood disorders, and aging: Bridging new avenues of care through shared biological pathways.",0,,0,,0,,1,mitochondrial dynamics,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42343000,"Targeting oxidative stress, senescence, and neurodegeneration: anti-aging perspectives of Urtica dioica and Centella asiatica.",0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42276417,Age-related dry eye disease: Redefining a distinct subtype driven by aging.,0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42233590,Progranulin deficiency induces premature vascular senescence and dysfunction.,2,consistent,2,transcriptomics,0,,0,,2,1,1,2,0,0,0,0,1.0,1.0,canonical_candidate
42214505,Aging in orbit: The twelve hallmarks as a bidirectional bridge between spaceflight-induced senescence and terrestrial geroscience.,0,,2,transcriptomics,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42203114,Hypericum perforatum L. and Glycyrrhiza glabra L. preserve cardiac mitochondrial redox homeostasis in E2 deficiency via ERβ-MAO-A modulation.,0,,0,,0,,1,mitochondrial ROS,2,1,1,2,0,0,0,0,1.0,1.0,canonical_candidate
42202637,FOXO family and neurodegenerative diseases: Mechanisms of action and therapeutic potential.,0,,0,,0,,1,mitochondrial biogenesis,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42176571,Prostaglandin D2 reinforces mitochondrial quality control to enhance ovarian and embryonic competence.,0,consistent,0,,1,PINK1,2,mitochondrial membrane potential; mitochondrial quality control,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42150705,Rethinking insulin resistance in aging: A reserve-oriented clinical framework.,0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42134737,Cellular senescence as a systems-level driver of cardiovascular ageing.,0,,2,,0,,0,,1,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42066913,Regulatory mechanisms of age-related degenerative diseases: Insights from the gut microbiota-cellular senescence interaction network.,0,,0,,0,,0,,2,1,1,1,0,0,0,0,1.0,1.0,canonical_candidate
42037130,"Adipose as a Driver, Not a Bystander: A Modern Synthesis of Obesity-Related Erectile Dysfunction.",0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42034026,Astragaloside IV delays vascular aging by enhancing mitochondrial fatty acid β-oxidation via the MLXIPL-PPARα/PGC-1α axis.,0,,1,transcriptomics,0,,2,mitochondrial biogenesis; mitochondrial membrane potential,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
41789983,Fueling the fire: metabolic dysfunction and senescence as drivers of lung aging and disease.,0,,0,,0,,1,mitophagy,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
41740638,α-KG alleviates mitochondrial dysfunction and attenuates HPDLSCs senescence in periodontitis through LKB1-AMPK activation.,0,,0,,0,,2,mitochondrial homeostasis; mitochondrial membrane potential,3,0,0,3,1,1,1,1,1.0,1.0,canonical_candidate
41130360,The brain-joint axis: links between osteoarthritis and neurodegenerative disorders in aging.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42510561,Mitochondrial Quality Control in Age-Related Diseases: From Molecular Architecture to Precision Therapeutics.,0,,0,,0,,2,mitochondrial quality control; mitophagy,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42373880,UC-MSCs prevent cigarette smoke-induced early cellular senescence like phenotype in bronchial epithelial cells via the SIRT1/PGC-1α pathway.,0,,0,,0,,0,,3,1,0,4,1,0,0,0,1.0,1.0,canonical_candidate
42445133,Mechanistic redundancy and hierarchy of aging mechanisms: implications for strategies to extend healthspan and biomarker integration.,0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42439654,Emerging New Pathways in Malignant Neoplasms and Neurodegenerative Disorders: Perspectives for Therapeutics.,0,,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42329074,Oxidative stress-preconditioned exosomes target BMF to restore mitophagy for alleviating intervertebral disc degeneration.,0,,0,,2,PINK1; PRKN,2,mitochondrial homeostasis; mitophagy,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42450582,Mitochondrial-Targeted SS-31 Attenuates the Doxorubicin-Induced Cardiomyoblast H9C2 Cell Senescence.,0,,0,,0,,1,mitochondrial ROS,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42450045,"Advanced Functional Wound Dressings in Precision Surgery: Immunometabolic Reprogramming, Bioadaptive Biomaterials, and Intelligent Regenerative Interfaces.",0,,0,,0,,0,,1,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42433677,From molecular damage to regulatory constraint: epigenetic and metabolic limits of cellular plasticity in aging.,0,,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42363074,Mitigating nucleus pulposus cell senescence in intervertebral disk degeneration: the role of nodakenin in SIRT6 and PINK1/Parkin-associated mitophagy signaling.,0,,1,transcriptomics,1,PINK1,2,mitochondrial membrane potential; mitochondrial quality control; mitophagy,2,1,0,2,0,1,0,0,1.0,1.0,canonical_candidate
42360208,Molecular and Cellular Hallmarks of Age-Related Vestibular Hair Cell Degeneration.,0,conserved; consistent,1,transcriptomics,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42358147,"[Molecular mechanism of intervertebral disc cell senescence: telomeres, mitochondria, and cellular metabolic reprogramming].",0,,0,,0,,1,mitochondrial homeostasis,2,2,0,2,0,0,0,0,1.0,1.0,canonical_candidate
42421742,"Mitochondrial transcription factor A: linking mtDNA maintenance, mitochondrial stress responses, and inflammaging.",0,,0,,0,,1,mitochondrial ROS,2,0,0,2,0,0,0,0,1.0,1.0,canonical_candidate
42343432,"Advances in skin aging: integrating epigenetic, cellular, and immune mechanisms for targeted therapy.",0,,0,,0,,0,,0,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42340744,"Advanced molecular mechanisms underlying the anti-aging effects of Ipomoea batatas L. (sweet potato) leaves: bioactive compounds, cellular pathways, and functional food applications.",0,,2,,0,,1,mitochondrial biogenesis,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42281372,ROS-Responsive H2S Release Attenuates Renal Aging by Preserving Mitochondrial Function and Mitigating Oxidative Stress.,2,consistent,0,,0,,1,mitochondrial membrane potential,2,0,0,2,0,0,0,0,1.0,1.0,canonical_candidate
41760079,"Heart failure in the elderly: epidemiology, mechanisms, and management.",0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42367344,β2-Microglobulin Induces Mitochondrial Dysfunction Accompanied by Bronchial Epithelial Cell Senescence.,0,,0,,0,,2,mitochondrial ROS; mitochondrial membrane potential,2,0,0,0,0,1,0,0,1.0,1.0,canonical_candidate
42144350,Metformin attenuates cuprizone-induced mitochondrial dysfunction and senescence-associated changes in primary neuronal cells.,0,,1,transcriptomics,0,,0,,2,0,0,2,0,1,0,0,1.0,1.0,canonical_candidate
42389732,The impact of the six pillars of lifestyle medicine on the biology of skin aging.,2,conserved,0,,0,,1,mitochondrial biogenesis,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42295556,Unlocking the aging brain: mTORC1 as a convergent integrator for neurodegeneration and therapeutic intervention.,0,,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42069238,Metformin attenuates lens epithelial cell senescence by suppressing cGAS-STING via SIRT1-PGC-1α-mediated mitochondrial fission.,0,,2,transcriptomics; metabolomics,0,,2,mitochondrial fission; mitochondrial membrane potential,3,0,0,1,0,1,1,1,1.0,1.0,canonical_candidate
42405213,Regulation of T Cell Senescence in Health and Diseases.,0,,0,,0,,0,,0,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42353844,Integrative Analysis of Oxidative Stress and Cellular Senescence Pathways in Chronic Obstructive Pulmonary Disease.,0,,0,,0,,1,mitochondrial homeostasis,2,0,0,2,0,0,0,0,1.0,1.0,canonical_candidate
42265429,Hyperbranched poly(β-amino ester)s-mediated delivery of engineered Klotho mRNA rescues senescence and restores cellular homeostasis in aged and Klotho deficient iMSCs.,0,consistent,0,,0,,1,mitochondrial ROS,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42296779,"Artemisinin and quercetin attenuate hydrogen peroxide-induced oxi-inflammatory-mitochondrial dysfunction-SASP axis mediated lung epithelial cell premature senescence via targeting Stat-1/Atm-p53/p16/p21/Bcl2, NOD-1/MAPKs/NF-κB/ signalling cascades.",0,,0,,0,,0,,3,0,0,0,0,1,1,1,1.0,1.0,canonical_candidate
42260650,Study on the mechanism of erectile dysfunction in D-galactose induced aging rats: the construction of aging model.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42347120,RNA-Binding Proteins in Ageing and Age-Related Disease.,2,conserved,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42251437,Mechanistic understanding of female reproductive aging based on the chicken model.,0,conserved,2,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42295095,"Mitochondrial Dynamics in Cellular Senescence: Mechanisms, Context Dependence, and Therapeutic Potential.",0,,0,,0,,2,mitochondrial dynamics; mitochondrial fission; mitophagy,2,1,0,1,0,1,0,0,1.0,1.0,canonical_candidate
42346293,"Cellular Senescence in Idiopathic Pulmonary Fibrosis: Molecular Mechanisms, Pathogenic Networks, and Emerging Therapeutic Targets.",0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42242294,High Uric Acid Promotes Stem Leydig Cell Senescence by CCDC90B Mediates Mitochondrial Quality Control Imbalance.,0,,1,transcriptomics,0,,1,mitochondrial quality control,3,0,0,0,0,1,1,1,1.0,1.0,canonical_candidate
42318360,"The metabolic-epigenetic landscape of aging: interplay between histone acetylation, lactylation, and glycation.",0,,0,,0,,1,mitochondrial biogenesis,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42278548,Modulation of NFκB Signaling by Natural Compounds in Sarcoma and Normal Muscle Models.,0,,1,transcriptomics,1,PINK1,2,mitochondrial membrane potential; mitophagy,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42422171,Menaquinone-7 alleviates mitochondrial dysfunction and senescence in senile osteoporosis by targeting the PINK1-mediated mitophagy via PXR/ERK/CREB signaling pathway.,0,,2,transcriptomics; proteomics,1,PINK1,2,mitochondrial homeostasis; mitochondrial quality control; mitophagy,3,1,1,2,0,1,1,1,1.0,1.0,canonical_candidate
42312904,Therapeutic Potential of miR-196a in Protecting Corneal Endothelial Cells From Senescence Through Mitochondrial and TGF-β Signaling Modulation.,0,,1,transcriptomics,0,,2,mitochondrial membrane potential; mitophagy,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42274271,The aging paradox of Cushing's syndrome: Stress without clear senescence?,0,,0,,0,,0,,2,1,1,1,0,0,0,0,1.0,1.0,canonical_candidate
42257494,Senescent BMSC-Derived Thbs1 Drives Inflammaging and Impairs Bone Regeneration by Suppressing PINK1/Parkin-Mediated Mitophagy in Macrophages.,0,,1,transcriptomics,1,PINK1,2,mitochondrial homeostasis; mitophagy,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42249092,TIA-1 promotes FUNDC1-mediated mitophagy to protect against stress-induced cellular senescence.,0,,0,,0,,2,mitochondrial homeostasis; mitophagy,3,2,0,5,0,1,1,1,1.0,1.0,canonical_candidate
42170234,Ion-coupled transfersome complexes for enhanced transdermal NAD+ repletion and mitigation of cellular senescence signatures.,0,,1,transcriptomics,0,,0,,2,1,1,1,0,0,0,0,1.0,1.0,canonical_candidate
42140386,Immune profile and mitochondrial alterations driven by age and HIV infection: Associations with T-cell senescence in people with HIV receiving suppressive antiretroviral therapy.,0,,0,,0,,0,,2,1,1,1,0,0,0,0,1.0,1.0,canonical_candidate
42133166,Brain senescence drives sarcopenia-like transcriptomic remodeling in skeletal muscle.,0,concordance,1,transcriptomics,0,,0,,0,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42104610,"Autophagy as a Redox Rheostat Linking Cigarette Smoke, Electronic Cigarettes, and Nicotine Exposure to Lung Development, Disease, and Interorgan Communication.",0,,0,,0,,2,mitochondrial quality control; mitophagy,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42086890,Loss of sirtuin 3 disrupts cellular senescence signaling pathways.,0,,0,,0,,0,,3,1,1,1,1,0,0,0,1.0,1.0,canonical_candidate
42065350,"Do menopausal symptoms signal early biological aging? Mitochondrial, endocrine and clinical insights.",0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42034933,Therapeutic potential of plant-derived exosome-like nanovesicles as a phytomedicine in age-related diseases.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
41991642,Beyond energy production: targeting mitochondrial biogenesis in aging and cancer with phytochemical intervention.,0,,0,,0,,2,mitochondrial biogenesis; mitochondrial dynamics,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
41990575,FTMT-mediated suppression of mitophagy links iron accumulation to osteoporosis.,0,,0,,1,PINK1,1,mitophagy,3,1,1,2,1,0,0,0,1.0,1.0,canonical_candidate
41985718,Inhibition of S100A9 mitigates aging-related mitochondrial dysfunction and neurodegeneration in Parkinson's disease.,0,,0,,0,,1,mitochondrial biogenesis,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
41967814,"Age-associated regulation of chondrocyte hypertrophy in osteoarthritis: Mechanisms, therapeutic implications, and cartilage fate reprogramming.",0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
41967813,"Nanomedicine guiding mitochondrial function in the treatment of cardiovascular diseases: Mechanisms, latest developments, and clinical translation.",0,,0,,0,,2,mitochondrial dynamics; mitochondrial quality control; mitophagy,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
41967232,Chlorogenic acid ameliorates ovarian aging in laying chickens by restoring lipid metabolism and steroidogenesis via the ERK/PPARα signaling pathway.,0,,1,transcriptomics,0,,1,mitochondrial homeostasis,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
41956196,Glial dynamics in brain aging: Cellular heterogeneity and regional vulnerability.,0,,1,transcriptomics,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
41935581,Endothelial cell senescence and mitochondrial dysfunction in vascular ageing.,0,,0,,0,,0,,2,0,0,1,0,1,0,0,1.0,1.0,canonical_candidate
41887334,Testicular aging revisited: Current understanding of mechanisms and emerging interventions.,0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
41850336,The aging cornea: From mechanisms to clinical applications.,0,,0,,0,,0,,2,1,1,1,0,0,0,0,1.0,1.0,canonical_candidate
41846081,Paeonol alleviates granulosa cell senescence in laying chickens via the PI3K/Akt/mTOR signaling pathway.,2,consistent,1,transcriptomics,0,,2,mitochondrial ROS; mitochondrial dynamics; mitochondrial membrane potential,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
41833832,Sympathetic overactivity-induced type H endothelial cell senescence contributes to the impairment of vascularized osteogenesis by PKM2-mediated glycolysis in preclinical stages of Alzheimer's mice.,0,,1,transcriptomics,0,,0,,3,0,0,1,1,0,0,0,1.0,1.0,canonical_candidate
41831577,Lactate-lactylation axis as an emerging metabolic-epigenetic pathway in diabetic microvascular complications.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
41819219,"Renal inflammaging: Mechanisms, pathophysiology and therapeutic prospects.",0,,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
41795854,Endothelial cell senescence: A core mechanism in the development of cardiovascular metabolic diseases.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
41785972,"Growth differentiation factor-15 as a clinical biomarker of frailty, sarcopenia and functional decline: A systematic literature review.",0,consistent,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
41542923,Dihydroorotate dehydrogenase (DHODH) regulates trophoblast syncytialization through organelle stress-induced cellular senescence.,0,,0,,0,,0,,0,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
41381971,A multi-omics analysis of human fibroblasts overexpressing an Alu transposon reveals widespread disruptions in aging-associated pathways.,0,,3,transcriptomics; proteomics,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42218500,ACOD1 deficiency promotes DDX1 methylation-mediated mitochondrial dysfunction and dermal papilla cell senescence in androgenetic alopecia.,0,,2,transcriptomics; proteomics; metabolomics,0,,0,,3,4,3,4,3,1,1,1,1.0,1.0,canonical_candidate
42216043,Inhibiting the Hif-1α-Drp1 axis alleviates mitochondrial dysfunction and reduces senescence-like changes in myocardial tissue after acute myocardial infarction.,0,,0,,1,DRP1,2,mitochondrial dynamics; mitochondrial fission; mitochondrial homeostasis,3,1,1,3,1,1,0,0,1.0,1.0,canonical_candidate
42212533,Mitochondrial Transfer-Driven Immune Evasion in the Tumor Microenvironment.,0,,0,,0,,1,mitophagy,3,1,0,1,1,0,0,0,1.0,1.0,canonical_candidate
42212306,PRKN Ser131 phosphorylation promotes cigarette smoke-induced mitophagy impairment and epithelial cell senescence via MKK3/p38 MAPK activation: An in vitro and in vivo study.,0,,0,,2,PINK1; PRKN,2,mitochondrial ROS; mitophagy,3,5,1,7,3,1,0,0,1.0,1.0,canonical_candidate
42278258,Metformin Alleviates Stress-Induced Premature Senescence of Vascular Endothelial Cells by Regulating Mitocytosis.,0,,1,transcriptomics,0,,2,mitochondrial dynamics; mitochondrial membrane potential,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42178923,NMN/NAD+ enhances SIRT2-modulated microtubule dynamics to improve mitochondrial and mitophagy functions in senescent cells.,0,,0,,0,,2,mitochondrial dynamics; mitochondrial quality control; mitophagy,2,3,0,3,0,1,0,0,1.0,1.0,canonical_candidate
42253366,The cellular choreography of brain aging: a neuroimmune network perspective.,0,,0,,0,,0,,1,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42174261,Molecular mechanisms and therapeutic strategies of glomerular cell senescence in diabetic kidney disease: from heterogeneity to precision intervention.,0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42172255,S-palmitoylation regulates the function of the mitochondria-associated endoplasmic reticulum membrane to alleviate the senescence of nucleus pulposus cells.,0,,0,,2,DRP1; MFN2,1,mitochondrial membrane potential,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42171935,Skin as a sentinel and modulator of systemic aging: a translational framework for evidence-based gerotherapeutics.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42171843,Alkaloids from Dendrobium Nobile Lindl Improves Mitochondrial Function by Enhancing the Activity of v-ATPase in APP/PS1 Mice.,0,,0,,0,,1,mitochondrial membrane potential,2,1,1,1,0,0,0,0,1.0,1.0,canonical_candidate
42193955,Influence of Donor Obesity on Adipose-Derived Stem Cell Function and Therapeutic Efficacy.,0,,0,,0,,0,,0,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
